additional_cards_rules_key;Extra Kártyák
b_nr500_3_regular_battle_desc;Meve számos barakkban járva megtapasztalta már, milyenek az életkörülmények az efféle helyeken. Jellemzôen fôtt káposztától, átizzadt kapcától és olcsó bundapálinkától szaglottak. A nilfgaardi barakkok azonban egészen más értékeket vallottak magukénak. A tisztaság és a rend ott megbecsült vendégek voltak. Meve elégtételt érezve nézte végig, amint katonái mocskos, sárgöröngyös csizmáikkal keresztülmasíroznak a makulátlan tisztára súrolt padlókon...
b_nr500_3_regular_battle_name;A barakkban
b_nr500_4_puzzle_battle_desc;A helyieknek volt egy intelmük a királynô számára, miszerint "Senki nem megy Hollóstölgybe". Miután a nilfgaardiak porig égették a falut, a maradványokat szörnyek vették birtokukba. A gyásztól eszét vesztett, tiszteletreméltó Grigory atya egy ideig még ellenállt a szörnyek ostromának... De csak egészen addig, amíg azok végül cafatokra nem tépték.
b_nr500_4_puzzle_battle_name;Hollóstölgy
b_nr500_4_regular_battle_desc;A ríviaiak többsége örömmel és megkönnyebbüléssel üdvözölte a királynô visszatértét. De nem mindenki... Egyesek egészen hamar alkalmazkodtak az új rendhez. És készen álltak arra, hogy megvédelmezzék azt, vállt vállnak vetve a megszállóikkal – készen arra, hogy még a saját földijeiket is legyilkolják.
b_nr500_4_regular_battle_name;Új rend
b_nr500_5_puzzle_battle_desc;Vajon honnan volt merszük a haramiáknak Meve seregére támadni? Az éj sötétjében talán fel sem tûnt nekik, hogy magát a királynôt támadják meg? Vagy netán a pálinkától és fisztektôl zavaros fejjel sikerült olyannyira felbátorodniuk, hogy az egész lyriai hadsereget kihívják maguk ellen?
b_nr500_5_puzzle_battle_name;Útonállók
b_nr500_5_regular_battle_desc;A nilfgaardi ôrszemek, amint megpillantották Meve-et közeledni, riadót fújtak. Ám még mielôtt a jelzés véget érhetett volna, hangját egy lyriai nyílvesszô vágta el. A vérben fürdô ôr a földre csusszant – már élettelenül. Ô volt a csata elsô áldozata.
b_nr500_5_regular_battle_name;Nilfgaardi elôôrs
b_nr500_6_puzzle_battle_desc;Amint aep Dahy tábornok elfoglalta Ríviát, azonnal elrendelte a meghódított lakosság megszámlálását és vagyonának teljes felbecslését. Kezdetben sokan arra gyanakodtak, hogy Nilfgaard az adók emelésére készül... De az igazság, sajnos, ennél sokkalta rosszabb volt. Nemsokára rabszolgahajcsárok kezdték járni a falvakat és községeket. És nem volt elôlük menekvés – tudtak minden ott élô lélekrôl...
b_nr500_6_puzzle_battle_name;Munkaerô
b_nr500_6_regular_battle_desc;Emhyr van Emreis császár kezdte elveszíteni a türelmét. Egy rendkívül kurta levélben arra utasította aep Dahy tábornokot, hogy azonnali hatállyal végezzen Meve-vel – bármi áron. S mert a tábornok tisztában volt vele, mi vár azokra, akik csalódást okoznak a császárnak, tüstént orgyilkosokat küldetett Rívia minden szegletébe. Feladatuk egyszerû volt: figyeljék, mikor bukkan fel a királynô, és megélezett fegyverük mindig álljon készenlétben a csapáshoz.
b_nr500_6_regular_battle_name;Aep Dahy fejvadászai
b_nr500_7_puzzle_battle_desc;Rívia számos sziklaüregének egyikében él egy vak troll, akit a helyiek csak Szimatnak neveznek. Gyakran látják az utak mentén álldogálni, amint megfáradt vándorokat üdvözöl és hív meg a barlangjába egy jó levesre. Elôfordul, hogy egyesek az éhségtôl kopogó szemmel elfogadják a meghívását, és követik a trollt az otthonába. Ahol, azonban, hamar rá kell hogy jöjjenek, bizony egyetlen nyelet finom levest sem kapnak, hanem maguk lesznek a leves egyik fô hozzávalói!
b_nr500_7_puzzle_battle_name;Ínyenc troll
b_nr500_7_regular_battle_desc;A természet nem állhatja az ûrt. Ezért a korábban a ríviai parasztok által elhagyott tanyák nem maradtak sokáig üresek. Némelyik teremtmények, denevérek, menyétek, rókák otthonává lettek. A többi pedig,... Nos, Meve épp azon volt, hogy kiderítse, kiké.
b_nr500_7_regular_battle_name;Új tulaj
b_nr500_8_regular_battle_desc;A mulatságokat – a táncot, a dalolást és az ivászatot – a nilfgaardiak is élvezik. Azok a Feketék, akik épp az útszéli fogadóban, a Róka farkában merültek bele a szórakozásba, nem számítottak rá, hogy más vendégek is csatlakozni fognak a dínomdánomhoz...
b_nr500_8_regular_battle_name;Kicsapongás és dorbézolás
b_nr500_9_regular_battle_desc;A nilfgaardiak az általuk legyôzötteket tömegsírokban hantolták el – se szertartás, se áldozati ajándék, de egy búcsúztató szó sem jutott az eltávozottak lelkének. Nem csoda hát, hogy aztán nem mindegyik lélek találja meg az utat a túlvilágra. Némelyik a félelemtôl és fájdalomtól ôrülten az élôk világában ragad. Holdvilágos éjszakákon néha látni, amint a mezôkön kószálnak céltalanul. És jaj annak, aki botor módon túl közel merészkedik...
b_nr500_9_regular_battle_name;Éji rémek
b_nr501_3_battle_for_rivia_desc;A feladat egyszerû volt: átosonni a kastélyon, leverni a csörlôket védô ôröket, elbarikádozni magukat a kaputoronyban, és kinyitni a kapukat az elôrenyomuló lyriai seregnek. És aztán? Senki nem ejtett szót arról, mi lesz azután. Nem is kellett.
b_nr501_3_battle_for_rivia_gascon_desc;A fellegvár falait fáklyák világították meg, na és persze az alant lángoló épületek. Meve még az éjszaka sötétjében is könnyedén ki tudta venni a nilfgaardi védôk félelemtôl eltorzult arcát. A királynô néhány könnycseppet törölt le az orcájáról, korommal mázolva össze az arcát, majd a kardjáért nyúlt. Eljött hát az idô, hogy kiûzzék a Feketéket. Egyszer és mindenkorra.
b_nr501_3_battle_for_rivia_gascon_title;A fellegvár
b_nr501_3_battle_for_rivia_name;A ríviai csata
b_nr501_3_battle_for_rivia_raynard_desc;A fellegvár falait fáklyák világították meg, na és persze az alant lángoló épületek. Meve még az éjszaka sötétjében is könnyedén ki tudta venni a nilfgaardi védôk félelemtôl eltorzult arcát. A királynô néhány könnycseppet törölt le az orcájáról, korommal mázolva össze azt, majd a kardjáért nyúlt. Eljött hát az idô, hogy kiûzzék a Feketéket. Egyszer és mindenkorra.
b_nr501_3_battle_for_rivia_raynard_title;A fellegvár
b_nr501_5_nilfgaardian_reinfrcements_desc;Meve kivonta a kardját, de nem vetette bele magát azonnal az összecsapásba, mint ahogy régebben tette volna. Régi sebek és maradandó sérülések egyaránt kínozták, és mindezek mellett... így is elég vért ontottak már. A királynô várta a napot, amikor a nehéz páncélt végre kényelmes öltözetre cserélheti, a nyerget pedig párnázott trónra.
b_nr501_5_nilfgaardian_reinfrcements_name;Nilfgaardi túlélôk
b_nr502_1_nilfgaardian_settlers_desc;Meve felidézte magában azt a közel húsz évvel korábbi napot, amikor életében elôször vadászatra indult a Kerekberekbe. Fiatal volt, tapasztalatlan, és csak nemrég ment nôül Reginaldhoz... Mostanra az erdôt a földdel tették egyenlôvé, Reginald halott volt, és Meve szinte semmiben nem hasonlított ahhoz a csillogó szemû fruskához, aki annak idején elôször érkezett a lyriai udvarba...
b_nr502_1_nilfgaardian_settlers_name;A füzesligeti csata
b_nr503_1_good_nilfgaardian_desc;Amikor a lyriaiak megközelítették Sártelek falait, számszeríj lövedékek és nyilak záporával köszöntötték ôket. A nilfgaardiak elég érhetôen tudtukra adták, hogy nem szándékoznak harc nélkül lemondani a városról. Ám ha azt hitték, ezzel a taktikával elvehetik Meve kedvét egy hosszúnak ígérkezô ostromtól, hát keservesen csalódniuk kellett...
b_nr503_1_good_nilfgaardian_name;Sártelek ostroma
b_nr504_1_fallen_industry_desc;Meve egy kemény ütést érzett – egy nilfgaardi nyílvesszô találta el a mellvértjét. Szerencséjére a vért erôsnek bizonyult, szétforgácsolva a nyilat becsapódáskor, és sértetlenül megvédve a királynôt. De ha az íjász csak egy kicsivel jobban célzott volna, és ha a nyílvesszô csak egy fél arasznyival is följebb csapódott volna be,... Meve-et kiverte a hideg verejték. Igaz, hogy a háború a végéhez közeledett, ám csak az állandó éberség biztosíthatta, hogy a saját élete ne érjen véget idejekorán.
b_nr504_1_fallen_industry_name;A nilfgaardiak nyomában
b_nr505_1_caldwell_family_desc;A régi mondás, miszerint "az alma nem esik messze a fájától", újfent helytállónak bizonyult. Dragomir – apjához hasonlóan – hûséges volt. Ám egy vonatkozásban mégis különbözött tôle: a küzdelemben jóval nagyobb hozzáértést, ezáltal hatékonyabb ellenállást tanúsított, mint amire Meve számított...
b_nr505_1_caldwell_family_name;A Caldwell-örökség
b_nr506_1_labour_camp_desc;Meve könnyû gyôzelemre számított. A felderítôk jelentéseibôl látta, hogy a lyriaiak jelentôs számbeli fölényben voltak a megszálló erôkkel szemben. Ám a királynô egy kritikus nilfgaardi manôvert nem láthatott elôre: hogy amazok az összeláncolt foglyaikat fogják a saját honfitársaik ellen harcba küldeni...
b_nr506_1_labour_camp_name;A kányakatlani csata
b_nr508_1_fallen_scoiatael_desc;Meve elfojtott hangon átkozódott. A Scoia'tael gyûlölete nem ismer határokat? A háborút már elveszítették, a nilfgaardiak pedig, akik az Északiakkal szemben az ügyüket támogatták, a Jaruga túlpartjára vonulnak vissza... Azzal, hogy a királynô seregére támadtak, a tündék immár semmit sem nyerhettek. Hacsak mást nem, mint néhány dh'oine fejét...
b_nr508_1_fallen_scoiatael_name;Harc a semmiért
b_nr510_1_race_equality_desc;Meve utasította Reynardot, hogy az ostrom során személyesen ô vezényelje a dárdavetôk és a kôhajítók egységeit. Végtére is a saját városukat készültek megtámadni. Minden tévesen irányzott lövedék a királynô saját alattvalóinak a fejére hullanna – akik a háború miatt már úgyis eleget szenvedtek
b_nr510_1_race_equality_name;Fokvár ostroma
b_nr512_2_fake_news_desc;Ez olvasható egy nilfgaardi propaganda röpiraton: "Meve, ez a gyenge és gyáva nôszemély, ahhoz sem veszi az erôt és a bátorságot, hogy háborús idôkben a saját országát megvédje". Ám hamarosan látni fogják, hogy ez az állítás – mindenféle szempontból nézve – hamis.
b_nr512_2_fake_news_name;Háborús propaganda
b_nr513_1_enter_the_leshen_fixed_desc;A szörnyet, amivel a lyriaiak a Siralomerdô fái között szembekerültek, az egyszerû népek csak "Lesinek" hívják. Úgy hiszik, hogy az erdôszellemek a rengeteget védelmezik azoktól, akik túl mohón vágyják a természet adományait. Oxenfurt tudósai, természetesen, vitatják ezen vélekedés helyénvalóságát, ugyanis – véleményük szerint – a lesi, pontosabban a Silvanus Agilis csak egy a Szférák Együttállása után ittrekedt lények közül. Igazság szerint Meve-et egyáltalán nem érdekelte, hogy a kérdésben kinek van igaza...
b_nr513_1_enter_the_leshen_fixed_name;Siralomerdô védelmezôje
b_nr514_1_vilems_friends_desc;Gréta Obert márkiné kezeit eltorzította a köszvény, és szemeire is már hályog borult, ám az elméje még mindig éles volt, mint a borotva. Pontosan tudta, mikor és hova küldje csapatait, hogy visszaverjék a támadásokat, és hova csapjanak le, hogy visszatartsák Meve embereit. Más szóval, élemedett kora ellenére meglehetôsen veszélyes ellenfél volt...
b_nr514_1_vilems_friends_name;Az Obertek vára
b_nrgb_1_gwentbattle_desc;elavult
b_nrgb_1_gwentbattle_name;elavult
b_nrgb_13_gwentbattle_desc;Lyria parasztjainak van egy mondásuk: "Ostorozd a borjat, tehenet, s vért ad majd, nem tejet". Az ifjú gulyások, akik botor módon nem szívlelték meg az efféle népi bölcseleteket, nos, azok ritkán élték meg a békés öregkort.
b_nrgb_13_gwentbattle_name;A határban
b_nrgb_14_gwentbattle_desc;A vívernt, ami az Elsôkapu határában elterülô mezôkön poroszkált, egy Meelek nevû helyi féleszû vette észre. Épp azzal volt elfoglalva, hogy trágár szavakat karistoljon egy, az útszélen kiálló nyírfatönkbe, amikor a drakonida kicsapott a felhôk közül, épp a bolond feje fölött. Miután kapkodva – és tegyük hozzá: teljesen hiábavalóan – megpróbálta megtisztítani összerondított nadrágját egy páfránylevéllel, a faluba rohant, hogy figyelmeztesse a többieket is a közelben ólálkodó cudar teremtményre...
b_nrgb_14_gwentbattle_name;Elsôkapu kígyója
b_nrgb_16_gwentbattle_desc;A Skellige-szigetek harcosai hosszúhajóikat a Jaruga homokos fövenyére húzták ki, biztosan abban, hogy fedélzetük hamarosan Lyria kincseinek súlyát fogja nyögni. Ám a gazdagságról és dicsôségrôl szôtt álmaik beteljesületlenek maradtak... Mert hogy egy rendkívül embert próbáló akadály állta útjukat: Meve, Lyria és Rívia királynôje.
b_nrgb_16_gwentbattle_name;Fosztogatók
b_nrgb_4_gwentbattle_desc;Meve a Borz-folyam, egy erôs sodrású, ám sötét hírnévnek örvendô kisebb folyó partján állt. Amely hírnevet felborogatott halászcsónakok, mosónôk kezébôl elragadott ruhák és a parton játszó, váratlanul elsodort gyerekek által érdemelte ki... A helyiek régóta sejtették, hogy a tajtékzó hullámok alatt valamiféle rosszindulatú entitás lapulhat...
b_nrgb_4_gwentbattle_name;Háborgó vizek
b_nrgb_8_gwentbattle_desc;A háborúnak ezernyi szaga van: az égett fáé, a kiontott véré, az ürüléké... Mégis, a rothadó húsé a legrosszabb mind közül. A szagok messzire szállnak az erôs szélben, félelmet keltvén az egyszerû népek szívében – és meghozva az étvágyát a vérszomjas kreatúráknak.
b_nrgb_8_gwentbattle_name;Az elmúlás szaga
back;Vissza
bad_request;Hálózati protokoll hiba!
bad_request_title;Hibás lekérés
best_offer;LEGJOBB ÁR-ÉRTÉK
board_end_turn;Kör befejezése
board_pass;Passz
borders_section;Bordûrök
bronze;Bronz
camp_building_recruitment;Egységek kiképzése
camp_building_upgrade;Épületek fejlesztése
camp_cards_avaliable;Egységeket tesz elérhetôvé
camp_cards_unlocked;Feloldott egységek
camp_character_barnaby;Barnabás
camp_character_eyck;Eyck
camp_character_gabor;Gábor
camp_character_gascon;Gascon
camp_character_isbel;Isbel
camp_character_rayla;Rayla
camp_character_raynard;Reynard
camp_character_spy;Szerzemények
camp_character_vilem;Villem
camp_character_xavier;Xavier
camp_confirmation_popup_building_description;Biztos erre a fejlesztésre szeretnéd fordítani az alábbi nyersanyagokat?
camp_confirmation_popup_building_title;Épület-fejlesztés
camp_confirmation_popup_recruit_description;Biztos az egység kiképzésére szeretnéd fordítani az alábbi nyersanyagokat?
camp_confirmation_popup_recruit_title;Kiképzés
camp_input_build;Építés
camp_input_cancel;Nem
camp_input_close_panel;Vissza
camp_input_confirm;Igen
camp_input_exit;Táborbontás
camp_input_inspect;Belépés
camp_panel_input_build;Építés
camp_panel_input_inspect;Egységek mustrája
camp_panel_input_preview;Egységek elônézete
camp_panel_input_recruit;Kiképzés
camp_panel_unput_build;Építés
camp_requirements;Épület elôfeltétele(i)
camp_statistics_description;Jelenlegi térkép
camp_statistics_title;Statisztikák
camp_structure_canteen_description;Beszélj a bajtársaiddal, és olvasd el a Szürke Lovasok jelentéseit.
